AGE,Monthly Gross Income,Relationship Status,"Ownership of vehicle (car, jeep)",Length of service/Buisness,CIB Clearence,Occupation,Gender,Loan Amount,Number of dependent,Loan Status
53,42843,1,0,10,1,1,0,218189,7,0
23,77320,1,0,22,1,1,1,890446,6,0
48,44793,1,1,15,0,0,1,760467,4,0
36,34627,1,0,1,0,1,1,603390,3,0
56,76822,1,0,11,0,0,1,989064,2,0
44,70798,1,1,14,0,0,1,661711,7,0
27,90318,0,1,10,1,1,1,744303,7,0
43,119186,0,0,19,1,1,0,222308,5,1
36,102902,1,0,24,0,1,1,466068,1,0
56,86334,1,0,21,1,0,0,207416,3,1
20,121719,1,1,16,1,1,0,918764,1,0
30,138099,0,1,8,1,0,1,467452,5,1
45,27720,1,0,2,0,1,1,527226,2,0
37,72608,0,1,23,1,0,1,451079,1,0
45,122449,0,0,25,1,1,0,357572,6,1
25,117828,0,0,7,1,0,0,364805,1,1
58,141613,1,1,19,1,0,1,235870,1,1
56,87095,1,0,7,1,1,1,821436,7,0
18,120924,0,0,15,0,0,0,515545,5,0
20,111452,0,1,8,1,1,0,811420,7,0
30,102593,0,0,14,1,1,1,912282,3,0
45,121975,0,0,1,0,1,1,315777,7,0
42,92242,1,1,13,1,0,1,622845,3,0
50,131041,0,0,3,0,1,0,349246,5,0
55,141202,1,0,21,0,0,0,234229,7,1
23,92606,0,1,6,0,1,1,923917,1,0
49,138769,1,1,19,0,1,1,479075,1,1
38,133542,0,1,15,1,0,1,586370,4,0
33,121438,1,0,4,1,0,0,666568,6,0
38,15924,1,1,21,0,1,0,283217,2,0
28,66322,1,0,3,1,0,0,213032,2,1
54,86042,0,1,4,0,1,1,441434,3,0
53,61418,1,0,5,1,0,1,629497,5,0
52,115699,0,0,18,1,0,1,685690,1,0
36,105140,1,1,25,0,1,0,311098,7,1
37,26781,1,0,10,1,0,0,107645,6,0
35,132358,0,0,8,0,1,0,400652,2,1
58,51133,1,1,12,1,1,1,726746,5,0
31,112628,1,0,22,1,0,1,622349,5,0
32,91946,0,0,3,1,1,0,944254,1,0
48,100058,1,0,18,0,0,1,463113,6,0
18,58129,1,1,23,0,0,1,237090,5,0
20,23531,1,1,8,0,1,0,544124,2,0
33,52038,1,1,1,1,0,0,257446,4,0
40,102939,0,1,14,0,1,0,211375,2,1
28,57674,1,1,22,0,1,0,348880,6,0
29,142572,1,1,23,0,0,0,457752,4,1
27,44831,1,1,13,1,0,1,351365,7,0
49,72174,1,1,25,1,1,0,196856,7,1
33,26279,1,0,12,1,1,1,586315,5,0
25,75610,1,0,3,1,1,1,475775,2,0
55,68051,1,0,18,0,0,0,315570,1,0
29,71652,1,0,21,1,0,0,887458,6,0
41,80524,0,1,13,0,1,1,694297,5,0
45,21470,0,0,15,1,0,1,301275,1,0
25,68473,0,0,10,0,1,1,806466,4,0
45,59439,0,0,1,0,0,0,848785,7,0
53,29308,1,0,6,1,1,1,715964,3,0
43,106563,1,0,9,0,1,0,444650,3,0
25,50081,0,1,10,0,1,0,312549,4,0
45,24837,0,1,15,0,1,1,883954,3,0
45,133128,0,0,9,0,1,0,194564,6,1
54,127651,1,0,23,1,1,1,395596,5,1
58,112624,1,0,14,1,0,1,889700,5,0
53,45063,0,0,11,0,1,0,705017,6,0
44,84453,0,1,7,1,1,0,193602,2,1
34,117166,0,0,24,0,1,1,493874,5,0
26,29506,0,1,2,0,1,0,134064,7,0
50,128604,0,0,14,1,1,0,789653,3,0
37,41026,1,1,6,0,0,1,667330,7,0
30,67413,0,1,5,1,1,0,991886,6,0
45,80066,1,1,5,0,1,1,238864,1,0
46,65971,0,0,19,1,1,1,499820,2,0
30,128978,0,0,19,1,1,0,278893,1,1
52,65494,1,1,6,0,0,1,138557,7,0
23,118864,0,0,10,1,0,0,107420,3,1
35,147151,1,0,23,0,1,1,793881,7,0
22,110386,1,1,14,1,1,0,355023,1,1
42,101126,0,0,17,0,0,1,869208,3,0
19,95863,0,1,3,1,1,1,909450,5,0
27,93291,1,0,1,1,0,0,749488,2,0
47,140659,1,0,10,1,1,0,163076,4,1
22,22235,0,1,3,0,0,0,629396,3,0
50,97733,1,1,5,1,0,0,716974,6,0
18,77712,0,1,25,0,1,0,957215,6,0
35,140849,1,1,19,1,1,0,698225,5,0
49,94823,0,0,10,1,1,0,765357,6,0
28,119215,1,0,25,0,1,0,367405,1,1
38,47230,1,0,16,1,0,0,300876,5,0
43,99573,0,1,1,0,0,1,433664,6,0
42,55644,1,0,6,0,1,0,611653,1,0
39,60203,1,0,9,0,0,1,645214,1,0
44,81677,1,0,5,0,1,0,590614,1,0
30,138246,1,1,14,0,1,0,853354,6,0
50,99817,1,1,10,1,1,1,296618,1,1
51,84806,1,0,2,0,0,1,510360,7,0
58,57814,1,0,5,1,1,0,359831,2,0
52,85219,0,1,1,0,0,1,756537,6,0
18,110345,1,1,25,0,1,0,585698,1,0
38,115088,1,1,10,1,0,1,685240,2,0
23,84322,0,1,25,1,0,0,502384,7,0
45,36650,1,0,22,0,0,1,892796,4,0
34,109242,1,1,9,0,0,0,753421,2,0
22,53196,0,0,3,1,1,1,651321,6,0
48,44709,1,1,15,1,0,0,148545,6,0
22,95428,1,0,4,0,0,1,111865,1,0
55,24943,0,0,13,0,1,0,118936,7,0
20,36042,0,1,6,0,0,0,884136,7,0
40,58894,1,0,20,1,1,0,702151,7,0
54,71759,1,0,17,0,0,1,984220,6,0
54,120973,0,0,23,1,1,1,724902,4,0
27,59306,1,1,5,1,0,1,496957,7,0
27,123369,0,1,15,0,0,1,992021,5,0
36,43379,0,1,8,0,0,1,975969,2,0
34,135667,0,0,25,1,0,0,759199,5,0
38,149034,1,0,5,0,1,1,992317,4,0
31,132626,0,0,24,0,0,0,381283,2,1
26,140180,0,0,13,1,1,0,846294,1,0
18,67349,0,1,1,0,1,0,939181,2,0
30,20730,1,0,1,1,1,0,387180,1,0
21,34023,1,0,7,1,1,0,989973,3,0
18,141796,1,0,22,0,0,1,276344,2,1
57,96533,0,1,5,1,0,0,315116,2,1
49,98286,1,0,14,1,0,1,158788,5,1
51,56979,1,1,15,0,0,0,131611,5,0
45,37837,0,1,21,1,0,0,826187,4,0
48,119975,0,0,25,0,0,1,786469,1,0
25,35923,1,0,17,1,1,1,643769,6,0
56,23876,1,0,24,1,1,0,891679,5,0
43,75973,0,0,18,1,0,0,808981,7,0
51,148959,1,1,7,1,0,0,600365,4,0
20,57422,0,1,22,1,0,1,387463,1,0
29,66413,0,1,18,1,1,1,794694,1,0
18,117484,1,1,19,1,0,0,123728,1,1
22,148913,1,1,20,0,0,1,985588,3,0
47,43756,1,1,7,1,0,1,523658,1,0
47,86576,1,1,8,0,1,1,711134,4,0
34,133248,0,1,13,1,1,1,928953,1,0
40,25304,1,1,18,1,0,1,426921,6,0
32,45341,1,1,24,0,1,1,243209,6,0
54,142039,1,0,11,0,1,1,798996,1,0
38,147447,0,0,9,0,1,0,508121,4,1
31,114485,1,0,23,1,0,1,711597,2,0
19,37092,1,1,1,0,0,1,916456,1,0
28,146562,0,0,22,1,1,0,558182,4,1
56,18729,0,1,8,1,1,1,904134,5,0
55,133222,0,1,21,0,1,1,247577,4,1
51,100216,0,0,12,1,0,1,825150,3,0
55,98860,0,1,2,0,1,1,230225,5,0
51,111870,1,0,15,0,1,0,947503,6,0
35,36398,0,1,21,0,0,1,885735,6,0
47,49650,0,1,24,0,1,0,345615,2,0
32,118889,0,0,18,1,1,1,239570,2,1
44,18159,0,0,17,1,0,1,177710,4,0
51,113162,0,0,15,0,1,1,158456,4,1
55,117834,0,0,20,0,1,1,326030,1,1
50,36638,0,0,20,1,1,0,260805,7,0
41,16073,0,0,9,1,1,0,342254,7,0
32,44320,1,1,3,0,0,0,728568,1,0
47,49924,1,1,20,1,0,0,943590,6,0
59,83116,1,1,19,1,0,0,628199,3,0
34,17159,0,1,18,1,1,1,280177,7,0
22,63940,0,0,20,1,0,0,173876,1,1
46,94436,0,1,8,0,0,0,838319,6,0
21,29678,1,1,1,1,1,1,267744,4,0
27,82163,0,0,24,0,0,0,956844,7,0
34,66137,0,1,24,0,1,1,297311,4,0
27,76497,0,0,15,0,1,0,425948,1,0
34,115485,1,0,19,1,1,1,686015,7,0
37,120468,1,0,10,1,0,0,596990,3,0
41,15901,0,1,12,0,0,1,368584,6,0
22,102980,1,0,6,1,1,0,852833,4,0
51,122594,0,1,13,0,0,0,560776,6,0
23,17881,0,1,4,0,1,1,243802,3,0
19,44863,1,1,13,1,0,1,164792,4,0
30,147450,1,0,17,1,0,1,776740,6,0
60,60201,1,0,1,1,0,0,915404,3,0
60,74251,1,0,5,0,0,1,950817,3,0
28,87572,0,1,24,0,0,0,745545,3,0
40,54255,0,1,17,1,1,1,792473,1,0
33,78212,1,0,18,0,0,0,241221,2,0
48,65210,1,1,7,0,0,1,679302,6,0
28,140629,0,0,16,0,0,1,138402,3,1
33,37499,0,0,8,1,0,0,883021,6,0
25,117552,0,1,12,1,0,1,707205,3,0
21,76360,0,1,14,1,1,1,542773,6,0
57,142466,1,0,19,0,1,1,460039,4,1
21,100473,1,1,11,1,1,0,340416,6,1
42,106873,1,0,12,0,0,0,755603,7,0
20,80756,0,0,13,0,0,1,746943,2,0
49,71344,0,1,8,0,1,1,233486,4,0
20,86154,1,0,1,1,1,0,234928,4,1
44,42464,1,1,9,0,1,0,696087,3,0
46,136897,1,0,2,1,1,1,344561,5,1
49,52344,0,1,14,0,0,0,574551,7,0
36,98791,1,1,13,1,1,1,746914,2,0
38,147534,0,0,16,1,0,1,754839,4,0
22,135209,1,1,2,1,1,0,683237,5,0
35,96441,1,1,4,1,0,0,665680,5,0
45,105456,1,0,12,1,0,0,243542,4,1
59,96788,0,1,16,1,0,0,769132,3,0
39,29175,0,0,10,1,1,0,782742,1,0
38,98434,0,1,3,1,0,0,592661,4,0
23,99518,0,0,4,0,0,0,447088,3,0
18,81537,0,0,6,0,1,0,748340,2,0
22,130721,0,0,23,0,1,1,573615,3,0
58,62645,1,0,5,0,1,1,768944,5,0
29,38283,0,1,18,0,1,0,778751,7,0
43,101971,1,0,3,1,1,1,447520,7,0
51,107759,0,1,10,1,1,1,584423,2,0
31,117780,1,0,11,1,0,1,990560,7,0
43,45734,1,1,19,1,0,1,112097,2,0
44,15515,0,0,14,1,1,1,479684,1,0
26,125782,1,1,21,0,1,0,249911,1,1
43,81727,0,1,11,0,0,0,222202,4,1
39,124164,0,0,21,1,0,0,603635,7,0
47,61216,0,0,4,0,0,0,314382,3,0
60,86833,0,0,24,0,1,0,924125,4,0
34,73755,1,1,22,1,0,0,414132,1,0
43,42856,0,1,6,1,0,1,149769,5,0
53,88870,1,1,17,0,1,0,749764,1,0
18,22987,1,1,22,0,1,1,751554,3,0
25,111502,1,0,19,1,1,0,233541,5,1
52,149404,0,0,13,0,0,1,505684,7,1
32,81323,1,0,22,1,1,1,594222,4,0
39,24873,0,0,10,0,0,0,794385,4,0
31,120219,1,1,11,0,0,0,228237,1,1
43,20033,0,1,6,1,1,0,496381,1,0
45,88324,0,0,2,0,0,0,944035,7,0
40,30689,0,1,1,1,1,1,307978,6,0
31,124756,0,0,11,0,1,0,143251,4,1
41,15066,1,1,16,0,1,0,409670,7,0
19,129159,1,1,3,1,1,1,727022,4,0
43,22533,0,1,5,0,0,1,993974,2,0
31,130828,1,1,15,1,1,0,335368,3,1
24,74658,0,1,15,1,0,0,653230,2,0
20,53498,0,1,4,0,0,1,669305,2,0
40,124028,1,0,23,1,1,0,160555,4,1
60,26772,0,1,4,1,0,1,787569,6,0
35,104385,0,0,8,1,1,1,401509,7,1
55,27940,0,0,7,0,1,0,557297,7,0
52,133027,0,0,25,1,1,1,125976,3,1
32,31932,0,0,17,1,0,0,141969,4,0
42,39648,1,0,15,0,1,0,531541,2,0
54,47966,1,0,5,1,1,0,877047,2,0
45,57598,1,1,13,1,0,1,549957,7,0
27,76084,0,1,4,1,1,0,639803,7,0
56,146250,0,1,22,0,1,0,529390,4,1
34,32118,0,0,17,0,1,1,173663,1,0
56,37616,0,0,22,0,1,0,939811,1,0
39,146870,0,0,17,0,1,0,389535,4,1
43,22601,0,1,14,0,1,0,307348,5,0
42,40363,1,1,14,0,0,1,429225,5,0
34,17795,0,1,17,1,1,1,844587,1,0
30,112462,1,0,8,0,1,0,419428,3,1
37,117892,0,0,2,0,1,0,182054,6,0
42,87833,1,0,13,0,1,0,817566,2,0
21,18084,0,1,22,0,0,1,987595,7,0
27,110865,1,0,16,1,1,0,455734,3,0
20,15731,1,0,16,1,0,0,178593,7,0
58,147201,0,0,6,0,1,0,159485,1,1
35,16605,0,0,22,1,1,1,396176,4,0
53,92506,1,1,24,0,0,1,642444,5,0
39,59130,0,1,4,1,0,1,673604,1,0
51,83469,0,0,3,0,1,1,997348,3,0
25,105436,0,0,6,0,1,1,279859,3,1
57,127341,1,1,4,0,1,0,193099,6,0
36,146965,0,1,18,0,1,0,796939,7,0
59,114694,1,0,6,1,1,0,288646,1,0
58,34773,1,1,5,0,1,0,303333,2,0
54,19239,0,1,9,1,0,1,746729,3,0
23,35863,1,0,11,1,1,1,842578,2,0
43,66415,0,1,6,1,1,0,979695,2,0
51,83968,0,1,16,0,1,1,355329,7,0
23,75430,1,1,19,1,0,0,991550,4,0
54,16515,1,1,11,1,0,1,159235,1,0
50,112206,1,0,21,1,0,0,415048,1,1
39,71240,1,1,15,0,1,0,968153,2,0
38,20586,1,1,24,1,0,0,529956,4,0
23,135419,0,0,9,0,1,1,697418,3,0
23,137374,1,1,24,1,1,0,280626,3,1
21,46186,0,0,19,1,1,0,762559,1,0
47,41928,0,0,25,0,1,1,532248,7,0
28,137990,1,1,19,0,1,0,574626,7,0
47,102029,1,1,24,1,1,1,785795,2,0
48,35711,1,1,9,0,1,1,785480,4,0
41,69962,1,1,23,1,0,1,827515,4,0
26,35039,1,1,4,1,0,0,102607,3,0
20,51561,0,0,10,0,0,1,436260,3,0
48,16577,0,1,9,0,1,1,316396,7,0
57,122792,0,0,19,0,0,1,515242,5,0
54,25785,1,1,15,1,1,0,880013,5,0
53,87227,1,0,19,1,0,1,379317,2,0
41,133680,0,1,2,1,0,0,658550,5,0
48,76957,1,1,10,0,1,1,671444,4,0
23,80431,1,1,19,0,0,1,303318,5,1
19,86894,1,1,17,0,1,0,199124,1,1
37,70192,0,1,20,1,0,0,744116,1,0
45,16462,1,0,24,0,0,0,350898,6,0
28,143848,0,1,21,0,0,1,702052,3,0
21,91106,1,1,2,1,1,1,490999,3,0
32,63665,1,1,19,0,1,0,584807,7,0
23,96010,0,0,17,0,0,0,479201,2,0
47,87573,1,1,18,1,0,0,164314,1,1
55,122803,1,0,17,1,1,0,589904,6,0
19,134682,1,1,2,1,0,0,513665,2,1
32,28386,0,0,19,1,0,1,455386,2,0
28,139069,1,1,1,1,1,1,361270,7,1
25,69460,1,1,11,1,0,0,130466,5,1
43,130375,1,0,25,0,0,0,216151,3,1
22,127660,1,1,10,0,1,1,478739,2,1
23,106319,1,0,5,1,1,0,450265,2,0
43,131582,0,1,16,1,1,0,602777,3,0
21,57771,0,1,24,0,1,0,124279,7,0
36,67335,1,0,5,1,0,0,373981,3,0
37,67949,1,1,24,1,1,1,648497,1,0
50,110558,0,0,23,0,1,0,636508,3,0
37,117272,1,0,12,0,0,1,759325,5,0
29,17716,1,1,4,1,1,1,866702,1,0
18,86916,1,1,23,1,1,1,797636,7,0
43,65906,1,1,6,0,0,1,345941,6,0
31,15463,1,0,19,1,1,0,204304,2,0
55,89694,1,0,9,0,1,1,258302,5,1
54,83694,1,1,12,0,0,0,320237,5,1
28,35008,1,0,15,1,1,0,666208,1,0
53,85474,0,0,16,0,1,1,820525,2,0
30,53185,0,0,13,0,0,0,423688,1,0
60,102924,1,0,25,0,0,0,752548,4,0
20,49980,1,1,21,1,1,1,487678,4,0
50,37504,1,1,24,1,1,1,193406,1,0
23,69970,1,1,7,1,1,1,445053,2,0
27,31766,0,0,25,0,0,0,456835,7,0
22,131944,0,0,23,0,1,0,601437,2,0
40,108922,0,0,20,1,1,1,999390,3,0
27,135494,0,0,4,0,0,1,985442,7,0
19,23802,1,1,11,0,1,0,123036,5,0
30,49159,1,0,8,1,1,0,751283,1,0
57,26516,1,0,6,0,1,1,427466,7,0
19,65492,0,1,25,0,0,0,104847,5,0
37,44086,1,1,10,0,0,0,579466,7,0
18,128758,1,1,7,0,1,1,675060,5,0
54,45480,0,0,7,0,1,1,375037,4,0
26,143023,0,0,4,0,0,0,523787,4,0
34,125195,0,0,3,1,1,0,635901,6,0
26,53737,0,0,24,1,0,0,598116,7,0
28,24265,0,0,7,0,0,0,678121,7,0
32,129165,1,0,4,1,0,1,162423,1,1
41,134501,1,1,13,1,0,0,976396,6,0
55,85990,0,0,20,1,0,1,218268,1,1
52,30386,1,1,17,0,1,0,474386,2,0
47,119718,1,1,7,1,0,1,796742,1,0
48,52425,1,1,17,0,1,0,623453,7,0
22,136635,1,0,4,1,1,0,611919,2,0
31,68634,0,0,11,1,1,1,807708,2,0
28,101988,1,1,3,0,0,0,712357,1,0
26,121337,1,0,11,1,1,1,284777,2,1
51,82443,1,0,3,0,1,1,175642,5,0
29,44424,0,1,12,1,1,1,618697,2,0
52,103844,1,0,1,1,0,0,317002,5,1
52,56984,0,0,4,1,1,0,571029,5,0
18,56505,0,0,14,1,0,0,286889,5,0
57,117478,0,0,1,0,0,1,443128,3,0
39,77699,0,1,14,0,1,0,440813,6,0
46,129012,1,1,13,1,1,0,301254,7,1
25,49758,0,0,13,0,0,1,769068,3,0
28,31374,0,0,24,1,0,1,761450,7,0
58,133686,0,0,15,0,1,1,283974,7,1
54,18775,0,1,17,0,1,1,716458,2,0
31,42388,0,0,12,0,1,0,716045,6,0
47,138800,1,0,22,1,1,1,473232,7,1
52,36029,0,1,23,0,1,1,602799,6,0
38,98981,1,0,14,0,0,0,180928,6,1
54,68639,1,1,12,1,0,0,536968,1,0
22,129010,0,0,18,1,0,1,987272,2,0
36,46105,1,1,4,1,0,0,270719,3,0
31,141519,1,0,14,0,0,0,820442,6,0
43,117739,1,0,19,0,1,1,835689,7,0
21,66796,0,1,13,0,0,0,328402,6,0
42,30804,0,1,25,0,1,1,828334,7,0
59,142732,0,1,23,0,0,0,708719,4,0
42,22951,0,1,18,0,0,0,792762,6,0
35,34065,0,1,11,1,1,0,313559,6,0
57,116503,0,0,6,0,0,0,368912,4,1
25,120072,0,1,9,0,0,1,567259,2,0
56,104360,1,1,12,0,0,1,588562,3,0
57,77287,1,1,19,1,0,0,251519,5,1
31,122357,0,1,14,0,1,0,591973,3,0
49,44670,1,0,15,1,0,0,643406,2,0
55,64112,0,0,11,0,0,1,487695,3,0
50,103388,0,0,6,1,0,0,817411,4,0
40,104156,0,0,14,1,0,1,539815,6,0
32,62922,1,0,3,1,0,0,821854,6,0
50,108348,0,1,19,0,0,1,110200,5,1
42,94335,0,0,20,1,0,1,850214,2,0
34,41312,0,0,25,0,0,0,723354,6,0
50,81985,0,1,11,1,1,1,158704,2,1
19,145744,1,1,24,0,1,0,415631,1,1
31,115963,0,0,17,1,1,1,999805,7,0
57,46551,1,0,17,1,0,1,801825,5,0
57,104813,1,1,23,0,0,0,916272,7,0
56,116025,0,0,3,1,1,1,581656,2,0
23,139342,0,1,14,0,1,0,118435,3,1
23,24637,1,1,7,1,1,1,147897,3,0
20,58258,1,0,25,1,1,0,221677,3,1
24,144553,1,0,19,0,0,1,590823,3,0
25,41950,1,0,3,0,1,1,862052,2,0
59,142870,0,1,2,0,0,0,557092,4,0
32,15215,1,1,17,1,1,1,845087,5,0
46,120603,1,0,9,0,0,0,280484,3,1
50,26523,1,0,22,0,0,0,565498,2,0
47,83689,1,0,6,1,0,1,390628,6,0
56,38834,0,1,24,0,0,0,531874,6,0
44,49474,0,1,21,0,1,0,489213,2,0
53,58066,0,1,9,1,0,0,491692,3,0
46,25400,1,0,5,1,0,0,548467,1,0
55,140211,1,1,2,1,1,0,233617,2,1
50,25345,0,1,22,1,1,0,359249,5,0
54,48896,0,0,15,1,1,1,835343,5,0
44,43899,1,1,9,0,1,0,195495,1,0
50,43229,0,0,19,1,0,0,177213,6,0
21,20583,1,1,10,1,1,1,894992,6,0
39,86537,1,0,4,1,0,0,293447,2,1
19,89807,1,0,10,0,1,0,759022,1,0
27,144648,1,1,8,0,0,0,476185,2,1
22,127652,1,0,22,0,1,1,833951,2,0
27,86792,1,1,13,0,1,1,925929,1,0
50,146300,0,0,7,1,1,0,676894,6,0
55,52052,0,0,7,1,1,0,948544,7,0
30,61032,0,0,4,1,0,1,964766,4,0
48,48686,1,1,15,0,1,0,956776,3,0
53,91981,0,0,12,1,0,1,894480,3,0
41,113802,1,0,16,0,0,0,440787,3,1
32,148881,1,1,6,0,1,0,761880,1,0
46,57818,1,0,9,0,1,1,516717,2,0
25,115422,1,0,3,1,0,0,546967,7,0
22,86927,0,0,8,1,0,1,529407,7,0
46,94465,0,0,7,1,0,1,915908,2,0
21,128221,0,1,4,1,0,0,350565,5,1
29,52333,1,0,13,0,0,0,759843,7,0
19,141457,0,0,19,1,1,1,418267,2,1
44,31576,0,1,7,0,1,1,997263,6,0
48,134875,0,0,10,0,0,0,139887,4,1
53,54405,1,0,25,0,1,0,314089,3,0
53,109000,0,1,12,0,0,0,880318,7,0
43,46601,1,1,3,0,1,0,831614,6,0
60,82946,0,1,25,0,0,1,574125,6,0
44,67116,1,1,24,0,1,1,975212,7,0
22,119186,0,0,12,1,1,0,990171,7,0
37,77894,0,1,19,1,0,1,341731,4,0
28,22465,0,0,15,0,1,0,161055,3,0
27,71754,1,1,8,1,0,1,324237,7,0
57,107850,0,0,12,1,0,1,118327,1,1
55,124765,0,1,20,1,1,0,462167,4,1
23,107691,1,1,6,1,0,0,564520,6,0
25,53871,1,0,10,0,1,0,255938,7,0
40,44511,1,1,2,1,1,0,800009,2,0
43,95960,1,1,24,0,0,1,502382,3,0
60,80776,0,1,13,0,1,1,196279,5,0
29,59462,0,0,25,1,0,0,313406,4,0
43,47574,1,1,7,1,0,1,371186,6,0
30,117072,0,1,8,0,1,1,615009,1,0
57,93282,1,0,23,0,0,0,243041,6,1
35,124779,0,0,16,1,1,0,807240,5,0
42,33557,1,1,11,1,1,0,172739,7,0
50,87104,0,0,4,0,0,1,425732,7,0
57,137013,1,0,17,1,1,0,497857,1,1
60,56081,1,0,16,0,0,0,652824,3,0
29,134181,0,1,19,0,0,1,376690,4,1
53,42094,0,1,23,0,0,1,461039,1,0
21,81766,0,0,11,0,0,1,592269,5,0
22,98053,1,1,7,1,1,1,462667,6,0
54,16301,0,0,13,0,0,0,895461,5,0
25,96463,1,1,19,0,0,1,802905,2,0
59,39466,0,0,17,1,0,0,341049,1,0
45,41081,0,1,25,1,1,0,993461,4,0
48,39354,1,0,22,0,1,1,481292,4,0
26,108297,1,1,13,1,0,0,374798,6,1
46,33300,0,1,12,1,1,0,680951,6,0
31,79384,1,0,7,0,1,1,290759,7,0
57,110027,1,1,1,1,0,1,762868,6,0
58,136684,0,1,1,1,0,1,872701,2,0
39,75892,1,1,20,1,1,0,278931,5,1
28,50525,0,1,23,1,1,0,331946,6,0
40,21464,0,1,14,1,1,1,646420,7,0
18,31562,1,1,15,0,0,1,427944,1,0
54,122392,0,1,11,1,1,1,611499,6,0
38,70514,1,1,24,0,1,1,509241,5,0
43,128428,0,0,9,0,1,1,998085,1,0
53,127564,1,1,17,1,1,1,741010,1,0
40,123047,1,0,4,1,0,1,480034,1,1
18,47634,1,1,20,1,0,0,337949,5,0
57,15060,1,0,19,1,0,1,308096,6,0
32,24269,1,1,7,1,1,1,863022,5,0
38,38065,0,0,1,1,0,1,602190,5,0
26,17895,0,0,9,1,1,1,954039,3,0
26,95859,1,1,13,1,1,0,256042,7,1
27,119127,0,0,24,1,0,1,409880,5,1
43,111426,1,1,2,1,1,0,835350,2,0
58,26962,1,1,2,1,1,0,894272,7,0
52,48302,0,0,24,1,1,0,916086,3,0
42,100382,0,1,15,0,0,1,439529,1,0
43,19011,1,0,17,1,0,1,545624,6,0
28,144716,1,0,13,0,0,0,317011,4,1
55,34782,1,1,7,0,0,0,307039,6,0
19,135654,1,1,9,1,0,1,253514,3,1
24,24196,1,1,12,0,0,0,820603,7,0
35,58459,1,1,3,1,0,0,237702,3,0
44,102245,0,1,23,1,0,1,540952,7,0
51,93863,1,0,22,0,0,1,637296,7,0
44,138206,1,0,15,1,0,0,802847,1,0
34,116010,0,1,7,0,1,0,430539,5,1
60,47769,1,1,23,0,0,1,757753,5,0
41,122529,1,1,1,1,1,1,587896,3,0
42,39700,0,0,14,0,1,1,549187,5,0
24,20269,1,0,19,0,0,0,179627,3,0
23,136631,0,0,16,1,0,1,843351,6,0
41,58880,1,1,10,0,1,0,462498,4,0
50,129003,0,1,1,1,0,0,168657,6,1
46,64589,0,0,5,1,0,1,961084,4,0
60,50897,0,1,3,1,1,1,432651,1,0
39,29380,1,1,17,1,0,1,226162,2,0
43,85934,1,0,18,0,0,1,391788,2,0
45,70830,0,0,21,1,1,0,582831,6,0
38,20529,0,1,19,0,1,0,587079,5,0
24,109598,1,0,22,0,1,0,136122,2,1
34,97987,1,1,25,1,0,0,595994,4,0
37,64178,1,0,22,1,1,1,285641,1,0
58,136952,1,0,18,1,0,0,859945,4,0
37,54886,1,1,16,0,0,1,702236,7,0
39,64699,0,1,2,1,0,1,152133,3,1
45,91396,1,0,15,0,1,0,148519,5,1
57,105678,0,1,13,1,0,0,695345,5,0
24,40279,1,0,13,1,0,0,129151,2,0
18,125776,0,1,16,0,1,0,496688,3,1
49,116444,0,0,8,0,1,0,413913,2,1
30,121300,1,0,11,1,0,1,236553,7,1
47,128793,0,0,8,1,1,1,532193,2,0
40,131278,0,1,22,1,0,0,844275,2,0
36,118247,0,0,10,0,0,0,124265,3,1
49,23997,0,0,23,1,0,0,414888,2,0
47,121102,1,0,1,1,1,0,469071,7,1
46,100711,0,0,12,0,1,0,385800,5,1
46,131045,1,1,9,1,0,0,633592,2,0
47,55860,0,1,5,0,0,1,448760,3,0
33,18225,1,0,9,0,0,1,145911,3,0
57,125114,1,0,16,1,0,0,143013,4,1
36,128218,1,1,18,1,1,0,702269,2,0
35,115764,0,0,8,0,1,1,664602,3,0
18,122041,1,1,23,0,1,0,909289,6,0
31,127224,1,0,11,1,1,0,259966,2,1
19,78656,0,1,20,0,1,0,872497,1,0
45,91290,1,0,19,0,0,1,297152,5,1
47,71633,0,1,4,1,1,0,139420,5,1
55,41655,0,1,20,0,0,1,574804,6,0
21,136118,1,1,10,0,0,0,221015,2,1
18,18114,0,0,24,0,1,0,652022,7,0
25,41502,0,1,13,0,1,1,856292,5,0
46,64768,0,1,20,0,0,0,660507,5,0
56,63128,1,0,14,0,0,1,338105,7,0
20,98123,0,0,21,1,0,1,166972,1,1
49,123255,0,0,2,1,1,0,747063,5,0
27,18174,0,0,4,1,1,1,417957,5,0
27,132769,1,1,7,1,1,1,504223,3,1
36,50398,0,0,19,0,1,0,259413,5,0
51,138549,1,0,17,1,0,0,327622,2,1
50,87635,0,0,16,0,1,0,594582,5,0
40,38760,1,0,13,1,0,1,304159,2,0
45,145674,1,0,24,0,1,0,965081,5,0
49,29130,1,0,24,1,1,0,803791,2,0
24,122215,0,0,22,0,1,0,727003,5,0
46,103095,0,1,23,1,0,0,891273,6,0
25,75942,0,1,18,1,0,1,837998,2,0
18,113970,1,1,21,1,1,0,596716,5,0
20,97203,0,1,12,1,0,0,971079,7,0
41,103177,0,1,23,1,0,0,438773,1,0
40,87902,1,0,25,0,1,0,959514,3,0
25,107172,0,0,1,1,1,0,157804,3,1
54,35056,0,0,15,0,0,1,328407,3,0
20,70739,1,0,3,1,1,0,676294,7,0
